ID,3.5mm jack,Battery,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
1287,,3300,,,32 GB,Dedicated Slot,,Samsung Galaxy On Max ,Android Nougat 7,"‚¹13,900",13MP,2.39 GHz,,13MP,"Accelerometer,Fingerprint Sensor,Gyro Sensor,Geomagnetic Sensor,Light Sensor,Proximity Sensor",179 g,1920 x 1080 pixels
1288,Yes,2630,,ARM Mali T720,16 GB,Dedicated Slot,Yes,Nokia 3 ,Android Nougat 7,"‚¹8,329",8MP,1.3 GHz,Micro SIM,8MP,"Accelerometer (G-sensor), Ambient Light Sensor, E-compass, Gyroscope, Proximity Sensor",,1280 x 720
1289,Yes,800,No,,,,No,Samsung Guru FM Plus SM-B110E/D,,"‚¹1,375",0MP,,Full Size SIM,0MP,,66 g,128 x 128 Pixels
1290,Yes,3340,Yes,,64 GB,Hybrid Slot,No,Honor 6X ,Android Marshmallow 6.0,"‚¹13,999",12MP + 2MP,2.1 GHz,Nano SIM,8MP,"Hall Effect Sensor, Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Compass, Gravity Sensor, Phone Status Indicator",162 g,1920 x 1080 pixels
1291,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1292,Yes,3000,Yes,ARM Mali-T720 MPI; 650 MHz,32 GB,Dedicated Slot,,iVooMi Me3S ,Android Nougat 7,"‚¹5,999",13MP,1.3 GHz,Nano SIM,8MP,"Light Sensor, G-Sensor, Proximity Sensor",,1280 x 720 pixels
1293,,2000,Yes,,8 GB,Dedicated Slot,,LYF C459 ,Android Marshmallow 6,"‚¹3,685",5MP,1.3 GHz,Micro SIM and Micro SIM,2MP,"Gyroscope, Ambient Light Sensor, Accelerometer, Proximity Sensor",139 g,480 x 854 Pixels
1294,Yes,3000,Yes,Adreno 505 at 450 MHz,32 GB,Hybrid Slot,,Yu Yureka Black ,Android Marshmallow 6,"‚¹8,999",13MP,1.4 GHz,Nano SIM and Nano SIM,8MP,"Proximity Sensor, Light Sensor, Accelerometer, Front Fingerprint",152 g,1920 x 1080 pixels
1295,,3000,Yes,,32 GB,Dedicated Slot,,LG Q6 ,Android Nougat 7.1,"‚¹13,450",13MP,1.4 GHz,,5MP,"Proximity, Ambient Light, Accelerometer, Digital Compass, Gyroscope",,1080 x 2160 pixels
1296,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1297,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1298,,850,,,32 MB,Dedicated Slot,,Forme N8,,‚¹649,0.3MP,,,,,,128 x 160 Pixels
1299,Yes,2500,Yes,Mali-400,4 GB,Hybrid Slot,,Swipe Konnect 5.1 Eco ,Android Marshmallow 6,"‚¹2,990",5MP,1.2 GHz,"Normal SIM, Micro SIM",2MP,G-Sensor,140 g,480 x 854 Pixels
1300,Yes,1800,,,,Dedicated Slot,,Gfive Z15,,‚¹829,0.3MP,,Normal SIM,,,,240 x 320 Pixels
1301,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1302,,1000,,,1 MB,,,ssky K7,,‚¹699,1MP,,,,,,320 x 480 Pixels
1303,,400,,,32 MB,Dedicated Slot,,Chilli K188,,‚¹924,0MP,1.1 MHz,,,,,120 x 240$$Pixels
1304,,1000,,,256 MB,Dedicated Slot,,Trio T6*,,‚¹799,1.3MP,,,,,,320 x 480 Pixels
1305,,1050,,,35 MB,Dedicated Slot,,Ssky K-2,,‚¹690,1.3MP,1.2 MHz,,,,,320 x 428$$Pixels
1306,Yes,800,,,32 MB,Dedicated Slot,,Rocktel Selfie S1,,‚¹569,0.3MP,,,,,,320 x 240 Pixels
1307,Yes,2000,Yes,,8 GB,Hybrid Slot,,Samsung Galaxy J2-2017 ,Android Lollipop 5.4.1,"‚¹6,590",5.0MP,1.3 GHz,Micro SIM (3FF),2.0MP,"Accelerometer, Proximity Sensor",130 g,540 x 960 Pixels
1308,Yes,2000,Yes,Mali-T20,8 GB,Dedicated Slot,,Samsung Galaxy J2 ,Android Lollipop 5.1.1,"‚¹6,990",5MP,1.3 GHz,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g,960 x 540 Pixels
1309,Yes,1000,,,0 MB,Dedicated Slot,,Lava ARC One Plus,,"‚¹1,389",0.3MP,,,,,81 g,240 x 320 pixels
1310,Yes,1000,,,10 MB,Dedicated Slot,,BlackZone 3310+,,‚¹619,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1311,,1050,,,35 MB,Dedicated Slot,,Ssky K-2,,‚¹690,1.3MP,1.2 MHz,,,,,320 x 428$$Pixels
1312,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1313,Yes,1000,,,10 MB,Dedicated Slot,,BlackZone Lean,,‚¹639,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1314,Yes,1000,,,10 MB,Dedicated Slot,,BlackZone N1103,,‚¹619,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1315,,1000,,,32 MB,Dedicated Slot,,Mymax M16,,‚¹599,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
1316,,1000,,,1 MB,,,ssky K7,,‚¹699,1MP,,,,,,320 x 480 Pixels
1317,,1000,,,1 MB,,,ssky K7,,‚¹699,1MP,,,,,,320 x 480 Pixels
1318,,4000,Yes,,32 GB,Hybrid Slot,,Panasonic Eluga A3 Pro ,Android Nougat 7,"‚¹7,999",13MP,1.3 GHz,Micro SIM and Nano SIM,8MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Front Fingerprint Sensor",161 g,1280 x 720 Pixels
1319,,800,,,10 MB,Dedicated Slot,,Karbonn K310n,,‚¹785,0.3MP,,,,,,128 x 160$$Pixels
1320,Yes,3050,Yes,Adreno 330,16 GB,,Yes,MI3 ,Android KitKat 4.4.2,"‚¹13,999",13MP,2.3 GHz,Mini SIM,2MP,"Light Sensor, Touch Sensor, Proximity Sensor, Gyroscope, eCompass, Barometer Sensor, Accelerometer",145 g,1920 x 1080 Pixels
1321,Yes,3000,,,512 MB,Dedicated Slot,,Gfive W1,1,"‚¹1,099",0.3MP,1 GHz,,,,,240 x 320 Pixels
1322,,2400,,,56 MB,Dedicated Slot,,Intex TURBO,0,"‚¹1,231",0.03MP,1 MHz,,,,,320x480
1323,Yes,1000,,,32 MB,Dedicated Slot,,Mtech G55,,‚¹949,0.08MP,,Regular SIM,,,,128 x 160$$Pixels
1324,Yes,2500,,,,Dedicated Slot,,Kara K14,,"‚¹1,229",0.3MP,,,,,,320 x 240 Pixels
1325,Yes,3000,,,128 MB,Dedicated Slot,,Sansui Active,,"‚¹1,762",0.3MP,64 MHz,,,,,320 x 240$$Pixels
1326,Yes,800,,,,Dedicated Slot,,JIVI N201 Selfie,,‚¹849,1.3MP,1 MHz,Normal SIM,0.3MP,,,240 x 320 pixels
1327,,3000,Yes,,16 GB,Dedicated Slot,,Gionee X-1 ,Android Nougat 7.0,"‚¹7,890",8MP,1.3 GHz,Nano SIM and Nano SIM,8MP,Fingerprint Security,154 g,1280 x 720 Pixels
1328,Yes,3000,,,16 GB,Dedicated Slot,Yes,Nokia 5 ,Android Nougat 7.1.1,"‚¹11,499",13MP,1.4 GHz,,8MP,"Accelerometer (G-sensor), Ambient Light Sensor, E-compass, Fingerprint Sensor, Hall Sensor, Gyroscope, Proximity Sensor, NFC (Sharing)",,1280 x 720 Pixels
1329,Yes,2700,,,,,,Lava KKT 40 Power,,"‚¹1,699",0.3MP,,,,,,320 x 240 Pixels
1330,,2500,,,8 GB,Dedicated Slot,,Celkon U Feel Pro ,Android Marshmallow 6.0,"‚¹3,999",5MP,1.2 GHz,,,,,720 x 1280$$Pixels
1331,Yes,5020,Yes,,64 GB,Dedicated Slot,,Gionee Marathon M5 Plus ,Android Lollipop 5.1,"‚¹26,999",13MP,1.3 GHz,Micro SIM,5MP,"Fingerprint Sensor, G-Sensor, Light Sensor, eCompass, Motion Sensor, Proximity Sensor, Gyro Sensor, Digital Compass",210.8 g,1920 x 1080 Pixels
1332,,2300,Yes,,32 KB,Dedicated Slot,,Reach Power 230,,"‚¹1,019",0.03MP,,Normal SIM,,,,320 x 240 Pixels
1333,,1000,,,10 MB,Dedicated Slot,,BlackZone N1103,,‚¹619,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1334,,850,,,32 MB,Dedicated Slot,,Mezire M3310 ,,‚¹692,0.3MP,1.2 MHz,,,,,176 x 220$$Pixels
1335,,1000,,,32 MB,,,Micromax X603,,"‚¹1,199",0.3MP,,,,,,320 x 240 Pixels
1336,,2900,,,16 GB,Dedicated Slot,,Zen Cinemax 3 ,Android Lollipop 5.1,"‚¹3,599",5MP,1.3 GHz,,,,,720 x 1280
1337,Yes,3900,,Mali T720,16 GB,Dedicated Slot,,Comio C2 Lite ,Android Nougat 7,"‚¹6,999",8MP,1.3 GHz,Nano SIM,5MP,"Accelerometer, proximity sensor, ambient light sensor",,1280 x 720$$Pixels
1338,,3000,,,32 MB,,,BlackBear C99 Marathon,,"‚¹1,325",0.3MP,,,,,,320 x 480 Pixels
1339,,800,,,0 MB,Dedicated Slot,,Rocktel W7,,‚¹569,03MP,,,,,,128 x 160 Pixels
1340,Yes,1000,,,64 MB,Dedicated Slot,,Tymes Y2,,‚¹699,1.3MP,1.2 MHz,Normal SIM,,Yes,,240 x 320$$Pixels
1341,Yes,950,,,64 MB,Dedicated Slot,,GLX W5 Pack of Three Mobiles,0,"‚¹1,729",0.3MP,,,,,,128 x 160$$Pixels
1342,,1800,,,32 MB,Dedicated Slot,,MU M-230I,,"‚¹1,040",1.3MP,,,,,,320 x 480 Pixels
1343,,2200,,,10 MB,Dedicated Slot,,Reach Cogent Max,,"‚¹1,199",0.03MP,,,,,,320 x 240 Pixels
1344,Yes,1450,,,32 MB,Dedicated Slot,,Mido 3300,,‚¹599,0.3MP,,Regular SIM,,,350 g,240 x 320 Pixels
1345,Yes,1500,,,32 KB,,,Mafe Micra,,‚¹899,0.3MP,,Micro SIM,,,60 g,160 x 128$$Pixel
1346,Yes,2500,Yes,Mali-400MP,8 GB,Dedicated Slot,,Swipe Elite 4G ,Android Marshmallow 6.0,"‚¹4,074",8MP,1.3 GHz,Micro SIM and Nano SIM,5MP,"3D G-Sensor, Proximity Sensor, Light Sensor",147 g,854 x 480 Pixels
1347,Yes,850,,,32 KB,,,AK A 10,,‚¹699,,,,,,,320 x 480 Pixels
1348,,1050,,,32 MB,,,Adcom X17 ,,‚¹751,0MP,,Normal,,,,240*320
1349,,1800,,,24 MB,,,Micromax Joy X805,0,"‚¹1,375",0.3MP,260 MHz,,,,68 g,320 x 240
1350,,3200,Yes,,64 GB,Dedicated Slot,,OPPO F5 ,Android Nougat 7.1,"‚¹24,990",16MP,2.5 GHz,Dual Nano SIM,20MP,"Distance Sensor, Light Sensor, G-sensor, E-compass",152 g,2160 x 1080 Pixels
1351,Yes,1980,Yes,,8 GB,,No,Panasonic Eluga S Mini ,Android KitKat 4.4,"‚¹4,700",8MP,1.4 GHz,Mini Sim - Regular,,"Accelerometer,Light sensor,Proximity sensor",135 g,720 x 1280 Pixels
1352,Yes,3000,No,,32 KB,,No,JIVI JV X9300,,"‚¹1,299",0.3MP,,Normal,,,120 g,240 x 320 pixels
1353,Yes,2900,Yes,ARM Mali-T760 MP2,16 GB,Dedicated Slot,,Lenovo K3 Note ,Android Lollipop 5,"‚¹9,999",13MP,1.7 GHz,Micro SIM,5MP,"Game Rotation Sensor, Light Sensor, Orientation Sensor, Proximity Sensor, Gravitation Sensor, eCompass",150 g,1920 x 1080 Pixels
1354,,800,,,1 MB,,,JIVI X3i,,‚¹777,1.3MP,,Normal SIM,,,95 g,169 x 128 Pixel
1355,Yes,1050,,,32 MB,Dedicated Slot,,Gfive Classic,,‚¹590,0.3MP,,Regular SIM,,,,160 x 128$$Pixels
1356,Yes,1450,,,32 MB,Dedicated Slot,,InFocus F115,,‚¹799,0.3MP,1.2 MHz,Mini Sim,,,75 g,240 x 320
1357,,1750,,,56 MB,Dedicated Slot,,Karbonn K880,,"‚¹1,299",0.03MP,1 MHz,,,,,240 x 320$$Pixels
1358,Yes,2000,Yes,,8 GB,Dedicated Slot,,XCCESS A1 Elite ,Android Lollipop 5.1,"‚¹3,999",8MP,1 GHz,,,,,1280 x 720 Pixels
1359,Yes,2200,,,64 MB,Dedicated Slot,,1+1=2 D4,0,‚¹729,0.3MP,,,,,,240 x 320$$Pixels
1360,Yes,1000,,,64 MB,Dedicated Slot,,Tymes Y2,,‚¹699,1.3MP,1.2 MHz,Normal SIM,,Yes,,240 x 320$$Pixels
1361,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1362,Yes,3000,,,16 GB,Dedicated Slot,Yes,Nokia 5 ,Android Nougat 7.1.1,"‚¹11,400",13MP,1.4,,8MP,"Accelerometer (G-sensor), Ambient Light Sensor, E-compass, Fingerprint Sensor, Hall Sensor, Gyroscope, Proximity Sensor",,1280 x 720 pixels
1363,,1800,,,32 MB,Dedicated Slot,,Winstar D555+,,‚¹999,0.3MP,1.2 MHz,Micro SIM,,,,320 x 240$$Pixels
1364,,1000,,,1 MB,,,ssky K7,,‚¹699,1MP,,,,,,320 x 480 Pixels
1365,Yes,4000,Yes,Adreno 506,32 GB,Hybrid Slot,,Redmi Note 5 ,Android Nougat 7.1.2,"‚¹9,999",12MP,2 GHz,Nano SIM and Nano SIM,5MP,"Fingerprint Scanner, Ambient Light Sensor, Proximity Sensor, E Compass, Accelerometer, Hall Sensor, Gyroscope",180 g,2160 x 1080 Pixels
1366,Yes,3600,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
1367,,,Yes,,64 GB,,,Apple iPhone X ,iOS 11,"‚¹83,499",12MP + 12MP,,Nano SIM,7MP,"Face ID, Barometer, Three-axis Gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor",174 g,2436 x 1125 Pixels
1368,Yes,1800,,,,,,Lava KKT 28i,,"‚¹1,359",1.3MP,,,,,111 g,320 x 240 Pixels
1369,,3000,Yes,,16 GB,Dedicated Slot,,OPPO A71 ,Android Nougat 7.1,"‚¹9,789",13MP,1.5 GHz,Nano SIM and Nano SIM,5MP,"Proximity Sensor, Light Sensor, Accelerator Sensor, E-compass",137 g,1280 x 720 Pixels
1370,Yes,3000,Yes,ARM MaIi - T860 MP2,64 GB,Hybrid Slot,,VIVO V5s Perfect Selfie ,Android Nougat 7 (Update Available),"‚¹15,990",13MP,1.5 GHz,Micro SIM and Nano SIM,20MP,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-compass, Gyroscope (Virtual), Fingerprint Scanner",154 g,1280 x 720 pixels
1371,Yes,3930,Yes,Adreno 506,64 GB,Hybrid Slot,,Yu Yureka 2 ,Android Marshmallow 6.0,"‚¹11,999",16MP,2.0 GHz,Micro SIM and Nano SIM,8MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer, Geomagnetic",,1920 x 1080 Pixels
1372,,2000,Yes,,8 GB,Dedicated Slot,,LYF C459 ,Android Marshmallow 6,"‚¹3,799",5MP,1.3 GHz,Micro SIM and Micro SIM,2MP,"Gyroscope, Ambient Light Sensor, Accelerometer, Proximity Sensor",139 g,480 x 854 Pixels
1373,,2200,Yes,,16 GB,Dedicated Slot,,Panasonic P100 ,Android Nougat 7.0,"‚¹5,299",8MP,1.25 GHz,Micro SIM and Micro SIM,5MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Fingerprint Sensor",174.8 g,1280 x 720 Pixels
1374,,3000,Yes,,32 GB,Dedicated Slot,,LG Q6 ,Android Nougat 7.1,"‚¹13,450",13MP,1.4 GHz,,5MP,"Proximity, Ambient Light, Accelerometer, Digital Compass, Gyroscope",,1080 x 2160 pixels
1375,Yes,2730,Yes,Qualcomm Adreno 308,16 GB,Dedicated Slot,,VIVO Y55S ,Android Marshmallow 6.0,"‚¹10,990",13MP,1.4 GHz,Micro SIM and Nano SIM,5MP,"Accelerometer, Ambient Light Sensor, Proximity Sensor, E-compass, (Virtual) Gyroscope",142 g,1280 x 720 Pixels
1376,Yes,3000,,,32 MB,Dedicated Slot,,Winstar W10,,‚¹899,0.8MP,1.2 GHz,Mini SIM,,,130 g,128 x 160$$Pixels
1377,,850,,,32 MB,Dedicated Slot,,Forme N8,,‚¹649,0.3MP,,,,,,120 x 240 Pixels
1378,Yes,1600,,,,Dedicated Slot,,Karbonn K24+,,‚¹998,0.3MP,,,,,120 g,240 x 320 Pixels
1379,Yes,1800,Yes,,64 MB,Hybrid Slot,,Adcom Aqua 115,,‚¹699,0.8MP,,Normal SIM,,,,160 x 128 Pixels
1380,,2900,Yes,Adreno 505,32 GB,Dedicated Slot,,OPPO A57 ,Android Marshmallow 6,"‚¹14,990",13MP,1.4 GHz,Nano SIM and Nano SIM,16MP,"Fingerprint Sensor, Distance Sensor, Light Sensor, G-sensor, E-compass",147 g,1280 x 720 Pixels
1381,,1050,,,512 MB,,,Mezire DS-3310,0,‚¹699,0.03MP,1.2 MHz,,,,,176 x 220$$Pixels
1382,,400,,,32 MB,Dedicated Slot,,Chilli K188,,‚¹849,0MP,1.1 MHz,,,,,120 x 240$$Pixels
1383,,850,,,256 MB,Dedicated Slot,,Peace P3,,‚¹530,0.3MP,,,,,,320 x 240 Pixels
1384,Yes,2000,,,32 MB,Dedicated Slot,,Lava KKT 34 Power,,"‚¹1,499",1.3MP,1 GHz,,,,,240x320 pixels
1385,,800,,,10 MB,Dedicated Slot,,Karbonn K310n,,‚¹745,0.3MP,,,,,,128 x 160$$Pixels
1386,Yes,3300,Yes,,32 GB,Dedicated Slot,,Samsung J7 Max ,Android Nougat 7,"‚¹14,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Light Sensor, Proximity Sensor",179 g,1920 x 1080 pixels
1387,,1000,,,10 KB,Dedicated Slot,,Mido 1616,,‚¹599,0.3MP,,,,,,320 x 240 Pixels
1388,,2400,,,64 MB,Dedicated Slot,,MU M1000,,‚¹955,1.3MP,,,,,,320 x 400 Pixels
1389,Yes,1000,,,10 MB,Dedicated Slot,,BlackZone N1105,,‚¹629,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1390,Yes,5000,,,64 MB,Dedicated Slot,,TYMES Y5000 Mobile Cum Powerbank,SC6533G,"‚¹1,299",1.3MP,1.2 MHz,Normal SIM,,,168 g,128 x 160$$Pixels
1391,,1000,,,32 MB,Dedicated Slot,,I-Plus I-4,,‚¹699,0.03MP,0.05 MHz,,,,,120 x 160$$Pixels
1392,Yes,1000,,,10 MB,Dedicated Slot,,BlackZone Lean,,‚¹639,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1393,Yes,1000,,,10 MB,Dedicated Slot,,Blackzone JUPITER,,‚¹619,0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
1394,Yes,800,,,50 KB,,,Intex Eco Plus,,‚¹849,1.3MP,,,,,69 g,240 x 320 Pixels
1395,Yes,3000,Yes,,16 GB,,,Honor Holly 3 ,Android Marshmallow 6,"‚¹8,280",13MP,1.2 GHz,Micro SIM,8MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Digital Compass",168 g,1280 x 720
1396,,5000,Yes,,32 GB,,,Asus Zenfone Max ,Android Marshmallow 6.0.1,"‚¹8,499",13MP,1.5 GHz,Micro SIM,5MP,"Accelerometer, eCompass, Proximity Sensor, Hall Sensor, Ambient Light Sensor",202 g,1280 x 720 Pixels
1397,,1000,,,32 MB,Dedicated Slot,,Snowtel Z3 S-10,,‚¹549,0.3MP,1 MHz,,,,,320 x 120$$Pixels
1398,,1800,Yes,A304 at 400 MHz,8 GB,Dedicated Slot,,Micromax Spark Vdeo ,Android Marshmallow 6,"‚¹3,959",5MP,1.1 GHz,Micro SIM and Micro SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer",140 g,854 x 480 pixels
1399,Yes,950,,,64 MB,Dedicated Slot,,Gfive N9 Combo of Two Mobile,0,"‚¹1,099",0.3MP,,,,,,128 x 160$$Pixels
1400,Yes,1000,,,10 MB,Dedicated Slot,,BlackZone Shine,,‚¹639,0.3MP,1 MHz,,,,,320 x 240$$Pixels
1401,Yes,1000,No,,,,No,JIVI JV 12M,,‚¹699,0MP,,Normal,,,90 g,240 x 320 pixels
1402,,800,,,32 MB,Dedicated Slot,,Tara T103,,‚¹640,0.3MP,,,,,,240 x 320 Pixels
1403,,2000,,,64 MB,,,Kechaoda K-9,,‚¹865,0.3MP,1.2 MHz,,,,,176 x 220
1404,Yes,1750,Yes,,4 GB,,,Micromax Canvas Fire A093 ,Android KitKat 4.4.2,"‚¹3,199",5MP,1.3 GHz,Micro SIM and Mini SIM,0.3MP,G-Sensor,,800 x 480 Pixels
1405,,2000,,,16 GB,,,Intex Aqua Xtreme II ,Android KitKat 4.4,"‚¹4,449",13MP,1.4 GHz,,,,,720x1280
1406,,2200,,,32 MB,Dedicated Slot,,Mezire G3310,0,"‚¹1,234",0.03MP,1.2 MHz,,,,,120 x 240$$Pixels
1407,,2730,Yes,Adreno 540,64 GB,Hybrid Slot,Yes,Moto Z2 Force ,Android Oreo 8.0,"‚¹34,998",12MP + 12MP,2.35 GHz,Nano SIM - Dual SIM Hybrid,5MP,"Fingerprint Sensor, Accelerometer, Ambient Light, Gyroscope, Magnetometer, Barometer, Proximity, Ultrasonic, Audio Monitor",143 g,2560 x 1440 Pixels
1408,Yes,1500,,,32 MB,Dedicated Slot,,Tork T12,,‚¹849,0.3MP,,Normal SIM,,,,320 x 240 Pixels
1409,,2500,,,8 GB,Dedicated Slot,,Celkon U Feel Pro ,Android Marshmallow 6.0,"‚¹3,999",5MP,1.2 GHz,,,,,720 x 1280$$Pixels
1410,,1200,,,12 MB,,,Micromax X610,Symbian Symbian,"‚¹1,079",0.3MP,256 MHz,,,,,240 x 320 Pixels
1411,,800,,,64 MB,Dedicated Slot,,I Kall K12 New,,"‚¹1,199",0MP,,Normal SIM,,,,128 x 160$$Pixels
1412,Yes,1500,,,32 MB,Dedicated Slot,,Tork T11,,‚¹749,0.3MP,,Normal SIM,,,,320 x 240 Pixels
1413,,1800,,,24 MB,,,Micromax Joy X805,0,"‚¹1,375",0.3MP,260 MHz,,,,68 g,320 x 240
1414,,800,,,20 MB,Dedicated Slot,,Rocktel W4,,‚¹569,0.03MP,30 MHz,,,,,120 x 160$$Pixels
1415,,850,,,,,,Peace P2,,‚¹560,0.3MP,,,,,,320 x 120 Pixels
1416,Yes,1800,,,64 MB,Dedicated Slot,,1+1=2 D6,0,‚¹599,0.3MP,,,,,,128 x 160$$Pixels
1417,Yes,1000,,,32 MB,,,BlackBear STYLE,,‚¹791,0.3MP,,,,,,320 x 480 Pixels
1418,Yes,5000,Yes,Mali - T720 MP1,16 GB,Hybrid Slot,,Micromax Bharat 5 ,Android Nougat 7,"‚¹5,475",5MP,1.3 GHz,Micro SIM and Nano SIM,5MP,Gravity Sensors,170 g,1280 x 720 Pixels
1419,Yes,1000,,,64 MB,Dedicated Slot,,Tymes Y2,,‚¹699,1.3MP,1.2 MHz,Normal SIM,,Yes,,240 x 320$$Pixels
1420,,1900,,,32 MB,,,BLU Tank 2,,‚¹920,2MP,,Full Size Sim,,,,240 x 320 Pixels
1421,,1300,,,32 MB,Dedicated Slot,,Micromax X1i-2017,,"‚¹1,100",0.8MP,,,,,58 g,240 x 320 Pixels
1422,,2200,,,10 MB,Dedicated Slot,,Reach Cogent Max,,"‚¹1,199",0.03MP,,,,,,320 x 240 Pixels
1423,,1850,Yes,,8 GB,Dedicated Slot,,Gionee P5 Mini ,Android Lollipop 5.1,"‚¹5,299",5MP,1.3 GHz,Micro SIM,2MP,"Digital Compass, Proximity Sensor, G-Sensor, Light Sensor, Accelerometer",132 g,854 x 480 Pixels
1424,,1800,,,256 MB,,,Zen X23 1800 Mah Battery,,"‚¹1,169",1.3MP,,,,,,120 * 160
1425,,950,,,,Dedicated Slot,,Melbon DUDE 99-2017,,‚¹550,0.3MP,,,,,110 g,120 x 240 Pixels
1426,,1500,,,32 MB,Dedicated Slot,,Winstar L6 ,,‚¹980,0.8MP,1.2 GHz,,,,,240 x 360$$Pixels
1427,Yes,800,,,,Dedicated Slot,,BlackZone Genius,,‚¹619,0.3MP,,,,,,320 x 240 Pixels
1428,,600,,,32 MB,Dedicated Slot,,Chilli A 111,,‚¹899,1.3MP,,,,,,220 x 180$$Pixels
1429,Yes,1200,,,128 MB,,,Samsung Metro XL,,"‚¹3,225",3.1MP,312 MHz,Mini SIM,2MP,,105 g,320 x 240 Pixels
1430,,800,,,20 MB,Dedicated Slot,,Rocktel W4,,‚¹569,0.03MP,30 MHz,,,,,120 x 160$$Pixels
1431,Yes,1450,No,,,,No,Lava KKT 27i,,"‚¹1,090",1.3MP,,,,,,320 x 240 Pixels
1432,Yes,2900,Yes,ARM Mali-T760 MP2,16 GB,Dedicated Slot,,Lenovo K3 Note ,Android Lollipop 5,"‚¹8,990",13MP,1.7 GHz,Micro SIM,5MP,"Game Rotation Sensor, Light Sensor, Orientation Sensor, Proximity Sensor, Gravitation Sensor, eCompass",150 g,1920 x 1080 Pixels
1433,Yes,1000,,,32 MB,Dedicated Slot,,Mtech G71,,‚¹720,0.3MP,,Normal SIM,,,,320 x 240 Pixels
1434,Yes,950,,,256 MB,,,Melbon Dude-02,,‚¹550,0.3MP,512 MHz,Normal,,,120 g,120 x 240 pixels
