,Unnamed: 0,3.5mm jack,Battery,Card slot,Clock Speed,GPS Support,GPU,ID,Internal Storage,NFC,Name,OS,Price,Primary Camera,Resolution,SIM,Secondary Camera,Sensors,Weight
194,890,Yes,3300.0,Dedicated Slot,1.6 GHz,Yes,ARM Mali T830 MP1,890,32 GB,Yes,"Samsung Galaxy J7 Prime (Black, 32 GB)  (3 GB RAM)",Android Marshmallow 6,,13MP,1920 x 1080 Pixels,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",
195,892,Yes,3300.0,Dedicated Slot,1.6 GHz,Yes,ARM Mali T830 MP1,892,64 GB,,"Samsung Galaxy On Nxt (Black, 64 GB)  (3 GB RAM)",Android Marshmallow 6,,13MP,1920 x 1080 pixels,Nano SIM,8MP,"Accelerometer, Proximity Sensor, Fingerprint Sensor",167 g
196,894,Yes,3000.0,Dedicated Slot,1.9 GHz,Yes,,894,32 GB,Yes,"Samsung Galaxy A5-2017 (Black Sky, 32 GB)  (3 GB RAM)",Android Marshmallow 6,,16MP,1920 x 1080 pixels,Nano SIM,16MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Proximity Sensor, RGB Light Sensor",
197,898,,1200.0,,,,,898,,,Nokia 230 Dual SIM  (Dark Silver),,,2MP,240 x 320 Pixels,,,,
198,936,,4000.0,,1.3 GHz,,,936,8 GB,,"Micromax JUICE 3 (COSMIC GREY, 8 GB)  (2 GB RAM)",Android Lollipop V5.1,,8MP,1280 x 720 Pixels,,,,
199,946,Yes,800.0,Dedicated Slot,208 MHz,,,946,,No,Samsung Guru Music 2 SM-B310E  (Black),,,0MP,128 x 160 Pixels,Normal,0MP,,74.98 g
200,970,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,970,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
201,972,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,972,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
202,977,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,977,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
203,981,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,981,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
204,982,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,982,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
205,996,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,996,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
206,997,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,997,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
207,1012,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1012,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
208,1028,Yes,3300.0,Dedicated Slot,1.6 GHz,Yes,ARM Mali T830 MP1,1028,16 GB,Yes,"Samsung Galaxy J7 Prime (Gold, 16 GB)  (3 GB RAM)",Android Marshmallow 6,,13MP,1920 x 1080 Pixels,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",167 g
209,1041,Yes,3300.0,Dedicated Slot,1.6 GHz,Yes,ARM Mali T830 MP1,1041,16 GB,Yes,"Samsung Galaxy J7 Prime (Black, 16 GB)  (3 GB RAM)",Android Marshmallow 6,,13MP,1920 x 1080 Pixels,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",
210,1052,Yes,3600.0,,2.3 GHz,,,1052,32 GB,Yes,"Samsung Galaxy S7 Edge (Silver Titanium, 32 GB)  (4 GB RAM)",Android Marshmallow 6,,12MP,2560 X 1440 Pixels,Nano SIM,5MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geo-magnetic Sensor, Hall Sensor, HR Sensor, Proximity Sensor, RGB Light Sensor",157 g
211,1054,Yes,2000.0,Dedicated Slot,1 GHz,Yes,Mali 400-MP2 at 416 MHz,1054,16 GB,,"Micromax Canvas 5 Lite-Special Edition (Walnut Wood, 16 GB)  (3 GB RAM)",Android Lollipop 5.1,,8MP,1280 x 720 Pixels,Micro SIM and Micro SIM,5MP,"Gravity Sensor, Proximity Sensor, Light Sensor",
212,1068,Yes,2280.0,,1.5 GHz,Yes,,1068,16 GB,,"Micromax Canvas Knight 2 (Black & Champagne, 16 GB)  (2 GB RAM)",Android Lollipop 5,,13MP,1280 x 720 Pixels,,5MP,"Gravity Sensor, Proximity, Light Sensor, Accelerometer",
213,1129,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1129,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
214,1131,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1131,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
215,1136,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1136,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
216,1137,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1137,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
217,1141,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1141,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
218,1142,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1142,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
219,1156,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1156,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
220,1157,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1157,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
221,1161,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1161,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
222,1181,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1181,64 GB,Yes,"Samsung Galaxy J7 Pro (Black, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
223,1192,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1192,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
224,1229,Yes,2500.0,Dedicated Slot,1 GHz,Yes,Mali-T720 MP2 at 450 MHz,1229,16 GB,,"Micromax Canvas Unite 4 Plus (Silver, 16 GB)  (2 GB RAM)",Android Marshmallow 6,,8MP,1280 x 720 pixels,Micro SIM and Micro SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor",
225,1267,Yes,3500.0,Hybrid Slot,2.7 GHz,,ARM Heimdall MP18,1267,64 GB,Yes,"Samsung Galaxy S9 Plus (Lilac Purple, 64 GB)  (6 GB RAM)",Android Oreo 8,,12MP + 12MP,2960 x 1440 Pixels,Nano SIM,8MP,,189 g
226,1271,Yes,2500.0,Dedicated Slot,1.1 GHz,Yes,Mali-T720-MP1 at 650 MHz,1271,16 GB,,"Micromax Spark 4G Prime (Cosmic Grey, 16 GB)  (2 GB RAM)",Android Nougat 7,,8MP,480 x 854 Pixels,Micro SIM and Micro SIM,5MP,"Gravity Sensors, Proximity Sensor, Light Sensor",161 g
227,1285,Yes,3300.0,Dedicated Slot,1.6 GHz,Yes,ARM Mali T830 MP1,1285,32 GB,Yes,"Samsung Galaxy J7 Prime (Black, 32 GB)  (3 GB RAM)",Android Marshmallow 6,,13MP,1920 x 1080 Pixels,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",
228,1291,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1291,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
229,1296,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1296,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
230,1297,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1297,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
231,1301,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1301,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
232,1308,Yes,2000.0,Dedicated Slot,1.3 GHz,Yes,Mali-T20,1308,8 GB,,"Samsung Galaxy J2 (Gold, 8 GB)  (1 GB RAM)",Android Lollipop 5.1.1,,5MP,960 x 540 Pixels,Micro SIM,2MP,"Accelerometer, Proximity Sensor",130 g
233,1312,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1312,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
234,1361,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1361,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
235,1366,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1366,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
236,1445,Yes,3300.0,Dedicated Slot,1.6 GHz,Yes,ARM Mali T830 MP1,1445,16 GB,,"Samsung Galaxy On Nxt (Black, 16 GB)  (3 GB RAM)",Android Marshmallow 6,,13MP,1920 x 1080 pixels,Nano SIM,8MP,"Accelerometer, Proximity Sensor, Fingerprint Sensor",167 g
237,1446,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1446,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
238,1447,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1447,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
239,1451,Yes,3000.0,Dedicated Slot,1.6 GHz,Yes,,1451,16 GB,,"Samsung Galaxy J7 Nxt (Gold, 16 GB)  (2 GB RAM)",Android Nougat 7.0,,13MP,1280 x 720 Pixels,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g
240,1452,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1452,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
241,1456,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1456,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
242,1457,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1457,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
243,1464,Yes,2600.0,Dedicated Slot,1.5 GHz,Yes,,1464,16 GB,Yes,"Samsung Galaxy J3 Pro (Black, 16 GB)  (2 GB RAM)",Android Lollipop 5.1,,8MP,1280 x 720 Pixels,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",138 g
244,1470,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1470,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
245,1471,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1471,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
246,1474,Yes,2500.0,Dedicated Slot,1.3 GHz,Yes,,1474,8 GB,,"Micromax Canvas Spark 3 (Black, 8 GB)  (1 GB RAM)",Android Lollipop 5.1,,8MP,1280 x 720 pixels,Micro SIM,5MP,"Gravity, Proximity, Light Sensors",
247,1476,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1476,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
248,1485,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1485,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
249,1496,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1496,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
250,1521,Yes,3600.0,Dedicated Slot,1.6 GHz,Yes,,1521,64 GB,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)  (3 GB RAM)",Android Nougat 7.0,,13MP,1920 x 1080 Pixels,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g
