,ID,3.5mm jack,Battery,Clock Speed,Card slot,GPS Support,GPU,Internal Storage,NFC,Name,OS,Price,Primary Camera,Resolution,SIM,Secondary Camera,Sensors,Weight,ID,3.5mm jack,Battery,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
33,2241.0,Yes,1800.0,Quad-core 1.3 GHz,"microSD, up to 32 GB",Yes,,"8 GB, 1 GB RAM",,Micromax Vdeo 2,Android 6.0 (Marshmallow),About 70 EUR,"5 MP, LED flash","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Dual SIM,2 MP,Accelerometer,156 g (5.50 oz),399,Yes,3000.0,,ARM Heimdall MP18,64 GB,Hybrid Slot,Yes,Samsung Galaxy S9 ,Android Oreo 8,"‚¹57,900",12MP,2.7 GHz,Nano SIM,8MP,,163 g,2960 x 1440 Pixels
34,2274.0,Yes,2500.0,Quad-core 1.0 GHz Cortex-A53,"microSD, up to 64 GB",Yes,Mali-T720MP2,"16 GB, 2 GB RAM",,Micromax Unite 4 plus,Android 6.0 (Marshmallow),,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, LED flash","Fingerprint (front-mounted), accelerometer, proximity",-,447,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
35,2292.0,Yes,4000.0,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 510,"64 GB, 6 GB RAM",Yes,Samsung Galaxy C9 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",About 430 EUR,"16 MP, f/1.9, phase detection autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity, compass",189 g (6.67 oz),450,Yes,3000.0,Yes,,16 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹9,990",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
36,2390.0,Yes,3300.0,Octa-core 2.0 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"32/64 GB, 4 GB RAM",Yes,Samsung Galaxy C7,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 250 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash, check quality","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity, compass",169 g (5.96 oz),454,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
37,2470.0,Yes,2600.0,Quad-core 1.5 GHz Cortex-A7,"microSD, up to 128 GB (dedicated slot)",Yes,Mali-400MP2,"8 GB, 1.5 GB RAM",,Samsung Galaxy J2 ,Android 6.0.1 (Marshmallow),About 150 EUR,"8 MP, f/2.2, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2","Accelerometer, proximity",138 g (4.87 oz),455,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
38,2534.0,No,2730.0,Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 540,"64/128 GB, 6 GB RAM or 64 GB, 4 GB RAM",Yes,Motorola Moto Z2 Force,"Android 7.1.1 (Nougat), planned upgrade to Android 8.0 (Oreo)",About 630 EUR,"Dual: 12 MP (f/2.0, 1/2.9"", 1.25 Ã‚Âµm), phase detection & laser autofocus, dual-LED dual-tone flash, check quality","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","5 MP, f/2.2, dual-LED dual-tone flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",143 g (5.04 oz),458,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
39,2594.0,Yes,3000.0,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot) - single & dual SIM models",Yes,Adreno 405,"64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM",,Motorola Moto G4 Plus,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 160 EUR,"16 MP, f/2.0, phase detection & laser autofocus, dual-LED dual-tone flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2, auto-HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity",155 g (5.47 oz),465,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
40,2600.0,Yes,3000.0,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Mali-T860MP2,"64 GB, 4 GB RAM",Yes,HTC Desire 10 Pro,Android 6.0 (Marshmallow),About 350 EUR,"20 MP (f/2.2, 28mm), laser autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~400 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","13 MP (f/2.2, 28mm), 1080p, Auto-HDR","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",165 g (5.82 oz),468,Yes,3000.0,Yes,,32 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
41,2666.0,Yes,1750.0,Quad-core 1.3 GHz,"microSD, up to 32 GB",Yes,,"4 GB, 512 MB RAM",,Micromax A093 Canvas Fire,Android 4.4.2 (KitKat),About 90 EUR,"5 MP, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Dual SIM (Mini-SIM/ Micro-SIM),VGA,"Accelerometer, proximity",-,486,Yes,2800.0,,,16 GB,,,HTC Desire 728G Dual Sim ,Android Lollipop 5.0.2,"‚¹8,499",13MP,1.3 GHz,Nano SIM,5MP,,153 g,1280 x 720 Pixels
42,2680.0,Yes,4000.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-400MP2,"16 GB, 2 GB RAM",,Micromax Canvas Juice 3+ Q394,Android 5.0 (Lollipop),,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",5 MP,"Accelerometer, gyro, proximity, compass",152 g (5.36 oz),497,Yes,3000.0,Yes,,32 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
43,2695.0,Yes,4000.0,Octa-core 1.3 GHz Cortex-A53,"microSD, up to 32 GB (uses SIM 2 slot)",Yes,Mali-T720MP3,"32 GB, 3 GB RAM",,Micromax Canvas Evok Note E453,Android 6.0 (Marshmallow),About 140 EUR,"13 MP, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)",5 MP,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",162 g (5.71 oz),532,,2000.0,Yes,,8 GB,Dedicated Slot,,Micromax Bolt Supreme 4 ,Android Marshmallow 6,"‚¹4,799",8MP,1.3 GHz,,5MP,,,1280 x 720 Pixels
44,2710.0,Yes,2600.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T720,"16 GB, 2 GB RAM",,Samsung Galaxy On5 Pro,Android 6.0 (Marshmallow),About 120 EUR,"8 MP, f/2.2, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2","Accelerometer, proximity",149 g (5.26 oz),550,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
45,2831.0,Yes,3510.0,Octa-core 2.0 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 506,"32 GB, 3 GB RAM",Yes,Motorola Moto Z Play,"Android 6.0.1 (Marshmallow), 7.1.1 (Nougat), planned upgrade to Android 8.0 (Oreo)",About 290 EUR,"16 MP (f/2.0, 1.3 Ã‚Âµm), phase detection and laser autofocus, dual-LED dual-tone flash, check quality","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","5 MP (f/2.2, 1.4 Ã‚Âµm), LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",165 g (5.82 oz),552,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
46,2885.0,Yes,4000.0,Quad-core 1.1 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Adreno 304,"8 GB, 1 GB RAM",,Micromax Vdeo 4,Android 6.0 (Marshmallow),About 90 EUR,"8 MP, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM (Micro-SIM),2 MP,"Accelerometer, proximity",-,556,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
47,3025.0,Yes,1300.0,Quad-core 1.1 GHz,"microSD, up to 32 GB",Yes,,"4 GB, 512 MB RAM",,Micromax Bharat 2 Q402,Android 6.0 (Marshmallow),About 50 EUR,"2 MP, LED flash","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",VGA,Accelerometer,120 g (4.23 oz),560,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
48,3127.0,Yes,3300.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C7 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 370 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",172 g (6.07 oz),561,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
49,3175.0,Yes,2500.0,Octa-core 1.4 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-450MP4,"16 GB, 2 GB RAM",,Micromax Canvas Nitro 3 E352,Android 5.1 (Lollipop),About 120 EUR,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM,5 MP,"Accelerometer, proximity",-,563,Yes,3000.0,Yes,,32 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
50,3224.0,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz),570,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
51,3241.0,Yes,2600.0,Quad-core 1.5 GHz Cortex-A7,"microSD, up to 128 GB (dedicated slot)",Yes,Mali-400MP2,"16 GB, 2 GB RAM",,Samsung Galaxy J2 Pro ,Android 6.0.1 (Marshmallow),About 160 EUR,"8 MP, f/2.2, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2","Accelerometer, proximity",138 g (4.87 oz),571,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
52,,,,,,,,,,,,,,,,,,,573,Yes,3000.0,Yes,,16 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹9,990",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
53,,,,,,,,,,,,,,,,,,,579,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
54,,,,,,,,,,,,,,,,,,,587,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
55,,,,,,,,,,,,,,,,,,,592,Yes,2500.0,Yes,Mali - T720 MP1,16 GB,Dedicated Slot,,Micromax Bharat 4 ,Android Nougat 7,"‚¹5,100",5MP,1.3 GHz,Micro SIM and Micro SIM,5MP,"Gravity Sensors, Proximity Sensor (By SW)",150 g,1280 x 720 Pixels
56,,,,,,,,,,,,,,,,,,,603,Yes,5000.0,Yes,,32 GB,Dedicated Slot,,Moto E4 Plus ,Android Nougat 7.1.1,"‚¹9,999",13MP,1.3 GHz,Nano SIM and Nano SIM,5MP,"Fingerprint, Accelerometer, Ambient Light, Proximity Sensor",198 g,1280 x 720 Pixels
57,,,,,,,,,,,,,,,,,,,607,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
58,,,,,,,,,,,,,,,,,,,611,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
59,,,,,,,,,,,,,,,,,,,612,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
60,,,,,,,,,,,,,,,,,,,616,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
61,,,,,,,,,,,,,,,,,,,617,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
62,,,,,,,,,,,,,,,,,,,621,Yes,3000.0,Yes,,32 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
63,,,,,,,,,,,,,,,,,,,627,Yes,3000.0,Yes,,32 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
64,,,,,,,,,,,,,,,,,,,629,Yes,4000.0,Yes,450 MHz,32 GB,Hybrid Slot,,Micromax Evok Note ,Android Marshmallow 6,"‚¹9,499",13MP,1.3 GHz,Nano SIM and Nano SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer, Gyroscope Sensor",162 g,1920 x 1080 pixels
65,,,,,,,,,,,,,,,,,,,631,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
66,,,,,,,,,,,,,,,,,,,636,Yes,2000.0,Yes,Mali - T720ï¿½MP1,8 GB,Dedicated Slot,,Micromax Bharat 3 ,Android Nougat 7.0,"‚¹4,375",5MP,1.1 GHz,Micro SIM and Micro SIM,5MP,"Gravity Sensors, Proximity Sensor (By SW)",130 g,854 x 480 Pixels
67,,,,,,,,,,,,,,,,,,,665,Yes,3000.0,Yes,,64 GB,Hybrid Slot,Yes,HTC Desire 10 Pro ,Android Marshmallow 6,"‚¹17,200",20MP,1.8 GHz,Nano SIM,13MP,"Accelerometer, Finger Print Sensor, Gyro, Proximity Sensor, Compass",165 g,1080 x 1920 Pixels
68,,,,,,,,,,,,,,,,,,,666,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
69,,,,,,,,,,,,,,,,,,,677,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
70,,,,,,,,,,,,,,,,,,,717,Yes,3300.0,Yes,ARM Mali T830 MP1,16 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,800",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
71,,,,,,,,,,,,,,,,,,,748,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
72,,,,,,,,,,,,,,,,,,,749,,3000.0,,,32 GB,Dedicated Slot,,Moto G4 Plus ,Android Marshmallow 6.0.1,"‚¹14,190",16MP,1.5 GHz,,5MP,,,1080 x 1920 Pixels
73,,,,,,,,,,,,,,,,,,,755,Yes,1800.0,Yes,Mali MP2 at 512 MHz,8 GB,Dedicated Slot,,Micromax Vdeo 2 ,Android Marshmallow 6,"‚¹3,499",5MP,1.3 GHz,Micro SIM and Micro SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor",,854 x 480 pixels
74,,,,,,,,,,,,,,,,,,,766,Yes,3000.0,Yes,,64 GB,Hybrid Slot,Yes,HTC Desire 10 Pro ,Android Marshmallow 6,"‚¹17,200",20MP,1.8 GHz,Nano SIM,13MP,"Accelerometer, Finger Print Sensor, Gyro, Proximity Sensor, Compass",165 g,1080 x 1920 Pixels
75,,,,,,,,,,,,,,,,,,,781,,2000.0,,,8 GB,,,Micromax Canvas Amaze ,Android Lollipop 5.1,"‚¹6,990",13MP,1.3 GHz,,,,,1280 x 720 Pixels
76,,,,,,,,,,,,,,,,,,,830,,2000.0,,,16 GB,Dedicated Slot,,Micromax Canvas 5 Lite ,Android Lollipop 5.1,"‚¹4,475",8MP,1.0 GHz,,,,,1280 x 720 Pixels
77,,,,,,,,,,,,,,,,,,,835,,2000.0,,,8 GB,,,Micromax Canvas Amaze ,Android Lollipop 5.1,"‚¹6,990",13MP,1.3 GHz,,,,,1280 x 720 Pixels
78,,,,,,,,,,,,,,,,,,,889,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
79,,,,,,,,,,,,,,,,,,,890,Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
80,,,,,,,,,,,,,,,,,,,921,Yes,2000.0,Yes,Spreadtrum Mali 400,16 GB,Dedicated Slot,,Micromax Bolt Q381 Plus ,Android Lollipop 5.1,"‚¹3,899",5MP,1.3 GHz,Micro SIM and Mini Sim,0.3MP,Gravity Sensors,140 g,854 x 480 pixels
81,,,,,,,,,,,,,,,,,,,936,,4000.0,,,8 GB,,,Micromax JUICE 3 ,Android Lollipop V5.1,"‚¹7,999",8MP,1.3 GHz,,,,,1280 x 720 Pixels
82,,,,,,,,,,,,,,,,,,,970,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
83,,,,,,,,,,,,,,,,,,,972,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
84,,,,,,,,,,,,,,,,,,,977,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
85,,,,,,,,,,,,,,,,,,,981,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
86,,,,,,,,,,,,,,,,,,,982,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
87,,,,,,,,,,,,,,,,,,,996,Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
