,Unnamed: 0,2G bands,3.5mm jack,3G Speed,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery Capacity,Battery life,Bluetooth Support,Bluetooth Version,Browser,Browser.1,Build,Camera,Dimensions,Display Colors,Display Size,Display Type,EDGE,Expandable Storage,FM Radio,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Memory Card Slot Type,Messaging,Multitouch,Music play,NFC,Name,Operating System,Other Display Features,Performance,Price_INR,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Protection,RAM,Resolution,SAR,SAR EU,SIM Size,SMS,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Sensors,Stand-by,Status,Supported Networks,Talk time,USB,Video,WLAN,Weight,Wi-Fi Version
2271,2271,,,,,,,,,,,,,,,,,,,,1.75 inch,TFT,,,,,,,,,,,,,,,,,,,,"stark with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker SMART WATCH MOBILE Black Smartwatch",Android ios,"Ultra HD LCD, Display Resolution : 3 Clock Designs, Touchscreen : Yes",,‚¹996,1.7 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2272,,,,,,,,,,,,,V4.0+V3.0,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Hopeberry GT08 Black Smartwatch,,3 Clock Designs,,"‚¹1,145",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2273,,,,,,,,,,,,,V4.0,,,,,,,1.22 inch,LCD,,,,,,,,,,,,,,,,,,,,WatchOut Wearables Desert Storm with Leather strap Smartwatch,Nucleus,,,"‚¹5,599",,,,,,,,64,,,,,,,,,,,,,,,,,70 g,
2274,2274,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-262 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2275,2275,,,,,,,,,,,,,v4.1,,,,,,,1.73 inch,OLED,,,,,,,,,,,,,,,,,,,,Fossil Gen 3 Q Explorist Silver Smartwatch,Android Wear 2.0,,,"‚¹19,995",,,,,,,,512 MB,,,,,,,,,,,,,,,,,,
2276,2276,,,,,,,,,,,,,v4.0,,,,,,,1.22 inch,IPS LCD,,,,,,,,,,,,,,,,,,,,Metronaut X9 Round Dial Smartwatch with Heart Rate Sensor and Pedometer ,Android & iOS,,,"‚¹2,999",,,,,,,,,,,,,,,,,,,,,,,,,,
2277,2277,,,,,,,,,,,,,v2.0,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Aomax Bluetooth Smart Watch Smartwatch,Android Wear,,,‚¹849,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,2278,,,,,,,,,,,,,3,,,,,,,1.63 inch,Ultra HD,,,,,,,,,,,,,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Golden Smartwatch Golden Smartwatch,Android,3 Clock Designs,,"‚¹1,099",2.1 MP,,,,,,,,,,,,,,,,,,,,,,,,73.8 g,
2279,2279,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,2280,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2281,2281,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,2282,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Wokit DZ09-35 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2283,2283,,,,,,,,,,,,,v3.0,,,,,,,,LCD,,,,,,,,,,,,,,,,,,,,Print Imaginations DZ09-97 Brown Smartwatch,5,,,‚¹895,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2284,2284,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-115 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2285,2285,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Creation4U U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,2286,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-68 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2287,2287,,,,,,,,,,,,,V2.0,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,JSS Exports U8 BLUETOOTH Smartwatch,Android Wear,,,‚¹663,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,2288,,,,,,,,,,,,,V 4.1,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Techno Frost Smart Watch GT08 Multi Smartwatch,Android 4.3,,,"‚¹1,370",1.9 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2289,2289,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,2290,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC Desire 620G Dual Sim Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2291,2291,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,Casvo Compatible Certified Bluetooth Smart WatchB072JH8YKH Smartwatch,,,,"‚¹1,149",,,,,,,,,,,,,,,,,,,,,,,,,,
2292,2292,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,Casvo Compatible Certified Bluetooth Smart WatchB072JH8YKH Smartwatch,,,,"‚¹1,149",,,,,,,,,,,,,,,,,,,,,,,,,,
2293,2293,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,2294,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,2295,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-12 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2296,2296,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Infocus M330 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2297,2297,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,,TFT,,,,,,,,,,,,,,,,,,,,Eleganz DZ09-378 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,"Android, iOS, Windows",,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2298,2298,,,,,,,,,,,,,,,,,,,,1.44 inch,,,,,,,,,,,,,,,,,,,,,Bingo U8 Smartwatch,android,,,‚¹799,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,2299,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC One Mini 2 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2300,2300,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax bolt A075 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2301,2301,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-51 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2302,2302,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Wokit DZ09-53 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2303,2303,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-53 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2304,2304,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ brown Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2305,2305,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Brown Smartwatch,Android,,,"‚¹1,155",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2306,2306,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Gionee Gpad G1 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2307,2307,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,ELEGANZ DZ09-9 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2308,2308,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Moto G3 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2309,2309,,,,,,,,,,,,,,,,,,,,1.63 inch,,,,,,,,,,,,,,,,,,,,,"ZEMINI FSZ_884S_GT08_mi 4G smart watch with camera, memory card and sim card support and fitness tracker Smartwatch",,,,"‚¹1,199",,,,,,,,,,,,,,,,,,,,,,,,,,
2310,2310,,,,,,,,,,,,,3,,,,,,,1.54 inch,LCD,,,,,,,,,,,,,,,,,,,,"Aberdeen V9 with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker Black Smartwatch Smartwatch",,3 Clock Designs,,"‚¹1,899",1 MP,,,,,,,512 MB,,,,,,,,,,,,,,,,,0.25 g,
2311,2311,,,,,,,,,,,,,,,,,,,,1.63 inch,OLED,,,,,,,,,,,,,,,,,,,,IBS Bluetooth with Built-in Sim card and memory card slot touch Compatible with Android IOS MobilesWrist Calling mobile Green Smartwatch,ios android,,,"‚¹1,499",,,,,,,,,,,,,,,,,,,,,,,,,,
2312,2312,,,,,,,,,,,,,Yes,,,,,,,1.56 inch,TFT LED,,,,,,,,,,,,,,,,,,,,"MobStore DZ-09 Smart Watch Wrist for Men's, Boys Brwon Smartwatch",Android,HD Display,,‚¹850,0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,.070 g,
2313,2313,,,,,,,,,,,,,V4.0,,,,,,,1.22 inch,LCD,,,,,,,,,,,,,,,,,,,,WatchOut Wearables Black Metallica with Metal Strap Smartwatch,Nucleus,,,"‚¹5,799",,,,,,,,64,,,,,,,,,,,,,,,,,70 g,
2314,2314,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Opta Sim Card and Memory Cards Supported Android and IOS series Smartwatch,Android Wear,,,"‚¹1,079",1.9 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2315,2315,,,,,,,,,,,,,v4.0,,,,,,,1.65 inch,OLED Retina Display,,,,,,,,,,,,,,,,,,,,Apple Watch Series 1 - 42 mm Space Grey Aluminium Case with Black Sport Band,watchOS 3,OLED Retina Display with Force Touch (450 nits),,"‚¹22,900",,,,,,,,,,,,,,,,,,,,,,,,,,
2316,2316,,,,,,,,,,,,,,,,,,,,2 inch,,,,,,,,,,,,,,,,,,,,,Bingo T30 Silver Sim Compatible With Bluetooth Synchronisation Smartwatch,,,,‚¹999,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,2317,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,"Pop Oppo , Vivo & Mi 4G Calling Smart Mobile watch Compatible With Android & Ios Smartwatch",,,,‚¹938,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,2318,,,,,,,,,,,,,,,,,,,,0.98 inch,TFT,,,,,,,,,,,,,,,,,,,,Celestech Kids Safekeeper GPS KSW002 Smartwatch,Android Wear,,,"‚¹3,499",,,,,,,,,,,,,,,,,,,,,,,,,0.025 g,
2319,2319,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-263 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2320,2320,,,,,,,,,,,,,v4.1,,,,,,,1.5 inch,,,,,,,,,,,,,,,,,,,,,Diesel On Black Smartwatch,,,,"‚¹24,495",,,,,,,,,,,,,,,,,,,,,,,,,,
2321,2321,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Diamoda DZ09 Smartwatch,Android Wear,,,‚¹985,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,2322,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,2323,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2324,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,PERSONA T30 black Bluetooth Notification Smartwatch,Android Wear,,,"‚¹1,049",,,,,,,,,,,,,,,,,,,,,,,,,,
2325,2325,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2326,2326,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Karbonn Titanium S19 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2327,2327,,,,,,,,,,,,,V3.0,,,,,,,1.56 inch,HD,,,,,,,,,,,,,,,,,,,,"Deep Global Bluetooth SmartWatch With WhatsApp, Facebook, Twitter, Pedometer, Remote Camera, SIM Card & Sleep Monitoring Support Single i7 Ultralight Wireless Bluetooth Headset With Active Noise Isolation Technology For Samsung Galaxy S8 Compatible With All Smart Phone Golden Smartwatch",Android Wear,,,‚¹759,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2328,2328,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2329,2329,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Fun A63 Silver Smartwatch,Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2330,2330,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,2331,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2332,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Brown Smartwatch,Android,,,"‚¹1,150",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2333,2333,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ brown Smartwatch,Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2334,2334,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gadgetbucket MD 29 Smartwatch,,,,‚¹980,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,2336,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Wokit DZ09-53 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver Smartwatch,Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2337,2337,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black Smartwatch,"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
