,Unnamed: 0,3.5mm jack,Battery,Card slot,Clock Speed,GPS Support,GPU,ID,Internal Storage,NFC,Name,OS,Price,Primary Camera,Resolution,SIM,Secondary Camera,Sensors,Weight
10,361,Yes,2820.0,"microSD, up to 32 GB",Quad-core 1.2 GHz Cortex-A53,Yes,Adreno 306,361,"16 GB, 2 GB RAM",,Micromax Canvas Play 4G Q469,Android 5.0.2 (Lollipop),,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Dual SIM,5 MP,"Accelerometer, proximity, compass",100 g (3.53 oz)
11,392,Yes,2000.0,"microSD, up to 256 GB (dedicated slot)",Quad-core 1.3 GHz Cortex-A7,Yes,Mali-T720,392,"8 GB, 1 GB RAM",No,Samsung Galaxy J2 ,Android 7.0 (Nougat),142.79999999999998,"5 MP, f/2.2, autofocus, LED flash","540 x 960 pixels, 16:9 ratio (~234 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","2 MP, f/2.2","Accelerometer, proximity",130 g (4.59 oz)
12,404,Yes,1100.0,"microSD, up to 32 GB (dedicated slot)",,No,,404,16 MB RAM,,Nokia 222 Dual SIM,,47.599999999999994,2 MP,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",Dual SIM (Mini-SIM),No,,79 g (2.79 oz)
13,462,Yes,2000.0,"microSD, up to 32 GB",Quad-core 1.3 GHz Cortex-A7,Yes,Mali-400MP2,462,"8 GB, 2 GB RAM",,Micromax Canvas Amaze Q395,Android 5.0 (Lollipop),,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",5 MP,"Accelerometer, gyro, proximity, compass",-
14,472,Yes,2000.0,"microSD, up to 32 GB",Octa-core 1.4 GHz Cortex-A7,Yes,Mali-450MP4,472,"8 GB, 1 GB RAM",,Micromax A290 Canvas Knight Cameo,Android 4.4.2 (KitKat),178.5,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Dual SIM,"5 MP, 720p","Accelerometer, proximity, compass",123 g (4.34 oz)
15,492,No,3000.0,"microSD, up to 256 GB (uses SIM 2 slot)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),Yes,Adreno 530,492,"64/128 GB, 4 GB RAM",Yes,HTC U Ultra,"Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",368.9,"12 MP (f/1.8, 26mm, 1/2.3"", 1.55 Âµm), OIS, phase detection & laser autofocus, dual-LED dual-tone flash, check quality","1440 x 2560 pixels, 16:9 ratio (~513 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, 1080p, Auto-HDR","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",170 g (6.00 oz)
16,497,Yes,1200.0,"microSD, up to 32 GB (dedicated slot)",,No,,497,,,Nokia 225 Dual SIM,,59.5,"2 MP (1/5"")","240 x 320 pixels, 4:3 ratio (~143 ppi density)","Dual SIM (Mini-SIM, dual stand-by)",No,,100.6 g (3.56 oz)
17,515,Yes,2300.0,"microSD, up to 64 GB (dedicated slot)",Quad-core 1.7 GHz Krait 300,Yes,Adreno 320,515,"32 GB, 2 GB RAM",Yes,HTC One Dual Sim,"Android 4.1.2 (Jelly Bean), upgradable to 5.0 (Lollipop)",357.0,"4 MP (1/3"", 2 Âµm), autofocus, OIS, LED flash","1080 x 1920 pixels, 16:9 ratio (~471 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","2.1 MP, 1080p@30fps, HDR","Accelerometer, gyro, proximity, compass",156 g (5.50 oz)
18,529,Yes,5000.0,"microSD, up to 64 GB (uses SIM 2 slot)",Quad-core 1.3 GHz Cortex-A53,Yes,Mali-T720,529,"16 GB, 2 GB RAM",,Micromax Bharat 5 Plus,Android 7.0 (Nougat),108.0,"8 MP, LED flash","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","5 MP, LED flash",Accelerometer,170 g (6.00 oz)
19,540,Yes,2600.0,No,Quad-core 1.2 GHz Cortex-A7,Yes,PowerVR SGX544,540,"16 GB (13 GB user available), 1 GB RAM",,Micromax A240 Canvas Doodle 2,Android 4.2.1 (Jelly Bean),273.7,"12 MP, autofocus, dual-LED flash","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Dual SIM,5 MP,"Accelerometer, proximity",220 g (7.76 oz)
20,602,Yes,1800.0,"microSD, up to 32 GB",Quad-core 1.1 GHz,Yes,,602,"8 GB, 1 GB RAM",,Micromax Spark Vdeo Q415,Android 6.0 (Marshmallow),71.39999999999999,"5 MP, LED flash","480 x 854 pixels, 16:9 ratio (~218 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",2 MP,Accelerometer,140 g (4.94 oz)
21,705,Yes,2800.0,"microSD, up to 256 GB (dedicated slot)",Octa-core 1.5 GHz Cortex-A53,Yes,Mali-T720MP3,705,"16 GB, 2 GB RAM",,HTC Desire 828 dual sim,Android 5.1 (Lollipop),297.5,"13 MP, f/2.2, autofocus, OIS, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","4 MP (f/2.0, 27mm, 1/3"", 2 Âµm), 1080p@30fps, HDR","Accelerometer, proximity, compass",-
